district,subject of transaction,total land transfer area square meters,urban land use zoning,non-urban land Use zoning,non-urban land use planning,transaction year and month,number of transaction pens,transfer level,total floors,building type,main use,main building material,year and month of completion of construction,total area of building transfer square meters,construction status-room,construction status-hall,construction status-bathroom,construction status-compartment,with or without management organization,total price,unit price per square meter,parking category,Car displacement to total area square meters,total parking price,numbers
Tree,House and land (land + building) + parking space,28.79,Living,,,1071107,ground1 house1 park1,9,11,residential building,other,reinforced concrete construction,1080520.0,171.09,3,1,2,Yes,Yes,12800000,85281.0,parking area,39.76,1600000,RPPOMLKKQHOFFIF88CA
Tree,House and land (land + building) + parking space,28.79,Living,,,1080221,ground1 house1 park1,10,11,residential building,other,reinforced concrete construction,1080520.0,171.09,3,1,2,Yes,Yes,13100000,87566.0,parking area,39.76,1600000,RPQOMLKKQHOFFIF98CA
Tree,House and land (land + building),26.83,Living,,,1070707,ground1 house1 park0,11,11,residential building,other,reinforced concrete construction,1080520.0,131.32,3,1,2,Yes,Yes,12000000,91380.0,,0.0,0,RPROMLKKQHOFFIF09CA
Freshwater,House and land (land + building) + parking space,29.04,Living,,,1080408,ground1 house1 park1,1,11,residential building,living,reinforced concrete construction,1030613.0,134.01999999999902,3,2,2,Yes,Yes,8600000,72533.0,parking area,29.24,1000000,RPXNMLOKQHOFFEF96CA
Xizhi,House and land (land + building) + parking space,34.26,Living,,,1080706,ground1 house1 park1,6,11,residential building,other,reinforced concrete construction,1070705.0,173.51999999999902,3,2,2,Yes,Yes,17800000,106845.0,parking area,23.77,1800000,RPPNMLTLQHOFFDF66CA
Xizhi,House and land (land + building) + parking space,15.16,Living,,,1071228,ground2 house1 park1,10,11,residential building,other,other,1070117.0,130.84,2,2,1,Yes,Yes,13150000,129576.0,parking area,44.79,2000000,RPOPMLTKQHOFFDF66CA
Banqiao,House and land (land + building),5.32,Business,,,1080620,ground2 house1 park0,10,11,residential building,living,reinforced concrete construction,720521.0,46.809999999999896,2,1,1,Yes,No,6300000,134587.0,,0.0,0,RPXNMLSJQHOFFAF86CA
Sanzhong,House and land (land + building),27.68,Living,,,1080419,ground1 house1 park0,11,11,residential building,other,reinforced concrete construction,1050817.0,159.16,2,1,1,Yes,Yes,27110000,170332.0,,0.0,0,RPSOMLMJQHOFFGF09CA
Tree,House and land (land + building) + parking space,31.06,Living,,,1080605,ground1 house1 park1,11,11,residential building,other,reinforced concrete construction,1020705.0,160.3,2,2,1,Yes,Yes,13050000,81410.0,parking area,45.66,0,RPOOMLOLPHOFFIF56CA
Xinzhuang,House and land (land + building),18.73,Living,,,1080617,ground1 house1 park0,4,11,residential building,living,reinforced concrete construction,831130.0,107.91,3,2,2,Yes,Yes,12000000,111204.0,,0.0,0,RPQNMLLLPHOFFBF38DA
Freshwater,House and land (land + building),11.71,Factory,,,1080623,ground1 house1 park0,4,11,other,other,reinforced concrete construction,960117.0,70.57,4,2,1,Yes,Yes,7000000,99192.0,,0.0,0,RPQQMLQKPHOFFEF76DA
Yonghe,House and land (land + building),3.72,Business,,,1080610,ground1 house1 park0,4,11,suite,living,reinforced concrete construction,901116.0,39.53,1,1,1,Yes,Yes,6100000,154313.0,,0.0,0,RPQPMLMKPHOFFHF56DA
Three Gorges,House and land (land + building) + parking space,51.5,Living,,,1080613,ground1 house1 park1,10,11,residential building,other,reinforced concrete construction,1011206.0,223.97,4,2,2,Yes,Yes,20100000,89744.0,parking area,36.0,0,RPQOMLNLPHOFFIF66CA
Freshwater,House and land (land + building) + parking space,24.29,Living,,,1080326,ground1 house1 park1,8,11,residential building,living,reinforced concrete construction,1071221.0,154.38,3,2,2,Yes,Yes,10500000,69450.0,parking area,33.43,2100000,RPXNMLMJQHOFFEF66CA
Freshwater,House and land (land + building) + parking space,16.37,Living,,,1080508,ground1 house1 park1,2,11,residential building,living,reinforced concrete construction,1071221.0,112.50999999999901,2,1,1,Yes,Yes,7260000,66515.0,parking area,33.43,2000000,RPOOMLMJQHOFFEF48CA
Freshwater,House and land (land + building) + parking space,16.37,Living,,,1080614,ground1 house1 park1,7,11,residential building,living,reinforced concrete construction,1071221.0,112.50999999999901,2,1,1,Yes,Yes,7400000,68285.0,parking area,33.43,2000000,RPPOMLMJQHOFFEF58CA
Freshwater,House and land (land + building),18.76,Living,,,1080622,ground1 house1 park0,4,11,residential building,living,reinforced concrete construction,1030211.0,97.31,2,2,1,Yes,Yes,8000000,82211.0,,0.0,0,RPTOMLPKPHOFFEF66CA
Linkou,House and land (land + building) + parking space,38.84,Living,,,1080626,ground1 house1 park1,2,11,residential building,other,reinforced concrete construction,1070910.0,158.26,3,2,2,Yes,Yes,10800000,71942.0,parking area,28.99,1500000,RPUPMLKMPHOFFBF88CA
Linkou,House and land (land + building) + parking space,18.84,Living,,,1080617,ground1 house1 park2,1,11,residential building,other,reinforced concrete construction,960116.0,172.38,0,0,0,No,Yes,14750000,85567.0,parking area,66.08,0,RPUOMLQKPHOFFBF56CA
Luzhou,House and land (land + building),12.46,Business,,,1080617,ground1 house1 park0,8,11,residential building,living,reinforced concrete construction,980217.0,90.89,2,2,1,Yes,Yes,11000000,121025.0,,0.0,0,RPRPMLQKPHOFFGF96DA
Banqiao,House and land (land + building),5.18,Business,,,1080610,ground1 house1 park0,4,11,suite,business,reinforced concrete construction,841115.0,53.489999999999895,1,1,1,Yes,Yes,6000000,112170.0,,0.0,0,RPWPMLLJQHOFFAF09EA
Shenkeng,House and land (land + building) + parking space,19.96,Living,,,1080612,ground1 house1 park1,5,11,residential building,other,other,1080125.0,98.52,2,2,1,Yes,No,11060000,114958.0,mechanical and stereoscopic garage,11.88,1100000,RPQOMLQLPHOFFCF98CA
Shenkeng,House and land (land + building) + parking space,19.96,Living,,,1080619,ground1 house1 park1,4,11,residential building,other,other,1080125.0,98.52,2,2,1,Yes,No,11500000,118883.0,mechanical and stereoscopic garage,11.88,1200000,RPSOMLQLPHOFFCF56CA
Shenkeng,House and land (land + building) + parking space,30.18,Living,,,1080608,ground1 house1 park1,1 ,11,vendor,other,other,1080125.0,167.93,0,0,0,No,No,24000000,158158.0,parking area,23.77,1200000,RPTOMLQLPHOFFCF66CA
Freshwater,House and land (land + building) + parking space,15.84,Living,,,1080627,ground1 house1 park1,1,11,residential building,living,reinforced concrete construction,1071221.0,111.00999999999901,2,1,1,Yes,Yes,7050000,63805.0,parking area,33.43,2100000,RPUTMLSJQHOFFEF57CA
Yonghe,car parking space,0.0,,,,1080702,ground0 house0 park1,"-1,-2",11,other,other,reinforced concrete construction,820810.0,36.66,0,0,0,Yes,Yes,2030000,,mechanical and stereoscopic garage,36.66,2030000,RPVPMLQKPHOFFHF37CA
Freshwater,House and land (land + building) + parking space,28.64,Living,,,1080524,ground1 house1 park1,9,11,residential building,living,reinforced concrete construction,1030613.0,136.76,3,2,2,Yes,Yes,7000000,51185.0,parking area,29.24,0,RPVQMLOLPHOFFEF07CA
Xizhi,House and land (land + building) + parking space,14.64,Living,,,1080601,ground2 house1 park1,10,11,residential building,other,other,1070117.0,127.32,2,2,1,Yes,Yes,13200000,133285.0,parking area,44.79,2200000,RPPQMLNKQHOFFDF88CA
Taishan,House and land (land + building) + parking space,24.5,Living,,,1080605,ground1 house1 park1,10,11,residential building,other,reinforced concrete construction,1060109.0,125.91,3,2,2,Yes,Yes,12100000,98779.0,mechanical and stereoscopic garage,14.55,1100000,RPQVMLRJQHOFFBF96CA
Freshwater,House and land (land + building),14.47,Factory,,,1080524,ground1 house1 park0,10,11,residential building,other,reinforced concrete construction,960117.0,88.11,3,2,2,Yes,Yes,8250000,93633.0,,0.0,0,RPUOMLQKQHOFFEF17EA
Linkou,House and land (land + building) + parking space,19.8,Business,,,1080612,ground1 house1 park1,9,11,residential building,living,reinforced concrete construction,980525.0,140.32999999999902,3,2,2,Yes,Yes,10380000,77690.0,parking area,26.03,1500000,RPORMLLMPHOFFBF68DA
Xizhi,House and land (land + building) + parking space,21.99,Living,,,1080608,ground3 house1 park1,8,11,residential building,living,reinforced concrete construction,1011126.0,163.91,3,2,2,Yes,Yes,16300000,106067.0,parking area,29.09,2000000,RPSWNLNLPHOFFDF37DA
Taishan,House and land (land + building),16.17,Living,,,1080619,ground1 house1 park0,9,11,residential building,living,reinforced concrete construction,841204.0,96.81,3,2,2,Yes,Yes,7650000,79021.0,,0.0,0,RPWOMLTKPHOFFBF17DA
Xinzhuang,House and land (land + building) + parking space,11.95,Living,,,1080613,ground1 house1 park1,2,11,suite,other,reinforced concrete construction,1010110.0,80.06,1,1,1,Yes,Yes,9600000,119910.0,mechanical and stereoscopic garage,17.71,0,RPTRMLPLPHOFFBF76CA
Sanzhi,House and land (land + building),21.97,,hillside conservation area,hillside conservation,1080702,ground2 house1 park0,8,11,residential building,living,reinforced concrete construction,860611.0,58.13,1,1,1,Yes,Yes,2250000,38706.0,,0.0,0,RPOUMLKMPHOFFEF09CA
Zhonghe,House and land (land + building) + parking space,16.62,Living,,,1080602,ground1 house1 park1,5,11,residential building,living,reinforced concrete construction,970527.0,105.53,2,2,1,Yes,Yes,13700000,129821.0,mechanical and stereoscopic garage,6.16,0,RPQQMLPLPHOFFHF96CA
Yonghe,House and land (land + building),6.99,Business,,,1080520,ground1 house1 park0,4,11,office,business,reinforced concrete construction,800510.0,68.25,1,1,0,Yes,Yes,6680000,97875.0,,0.0,0,RPVQMLLMPHOFFHF17CA
Xizhi,House and land (land + building) + parking space,32.28,Living,,,1080622,ground1 house1 park1,5,11,residential building,other,reinforced concrete construction,1070705.0,166.59,3,2,2,Yes,Yes,16900000,103561.0,mechanical and stereoscopic garage,16.92,1400000,RPRNMLKLPHOFFDF48CA
Linkou,House and land (land + building) + parking space,22.21,Living,,,1080611,ground1 house1 park2,5,11,residential building,living,reinforced concrete construction,840419.0,170.959999999999,6,3,4,Yes,Yes,12500000,73117.0,parking area,0.0,0,RPWSMLTLPHOFFBF57CA
Linkou,House and land (land + building) + parking space,16.18,Living,,,1080614,ground1 house1 park1,8,11,residential building,living,reinforced concrete construction,850126.0,101.67,4,3,2,Yes,Yes,7360000,72391.0,parking area,0.0,0,RPSSMLTKPHOFFBF07CA
Sanzhong,House and land (land + building) + parking space,14.83,Living,,,1080526,ground2 house1 park1,11,11,residential building,living,reinforced concrete construction,980622.0,114.77,3,2,2,Yes,Yes,14580000,137728.0,Vertical lifting mechanical parking system,16.17,1000000,RPTNMLNJQHOFFGF66DA
Xizhi,House and land (land + building),15.39,Living,,,1080701,ground2 house1 park0,3,11,residential building,living,reinforced concrete construction,1010622.0,86.06,2,2,1,Yes,Yes,8500000,98768.0,,0.0,0,RPPNNLNLPHOFFDF78DA
Sanzhi,House and land (land + building),21.97,,hillside conservation area,hillside conservation,1080623,ground2 house1 park0,5,11,residential building,living,reinforced concrete construction,860611.0,58.13,2,2,1,Yes,Yes,2500000,43007.0,,0.0,0,RPWNMLKLPHOFFEF56DA
Xinzhuang,House and land (land + building),19.72,Living,,,1080618,ground1 house1 park0,1,11,residential building,business,reinforced concrete construction,831130.0,118.06,0,0,0,No,Yes,12800000,108419.0,,0.0,0,RPWOMLNLPHOFFBF56CA
Freshwater,House and land (land + building) + parking space,15.84,Living,,,1080627,ground1 house1 park1,1,11,residential building,living,reinforced concrete construction,1071221.0,111.59,2,1,1,Yes,Yes,7400000,69089.0,parking area,33.43,2000000,RPWTMLSJQHOFFEF77CA
Sanzhong,House and land (land + building),5.77,Business,,,1080618,ground2 house1 park0,9,11,residential building,living,reinforced concrete construction,880802.0,52.43,1,1,1,Yes,Yes,6660000,127027.0,,0.0,0,RPUQMLMLPHOFFGF96CA
Banqiao,House and land (land + building) + parking space,21.58,Living,,,1080630,ground1 house1 park2,8,8,mansion,living,reinforced concrete construction,871003.0,142.42,3,2,2,Yes,Yes,10750000,75481.0,mechanical and stereoscopic garage,19.84,0,RPSOMLTLPHOFFAF66CA
Xizhi,House and land (land + building),10.9,Living,,,1080620,ground1 house1 park0,3,8,mansion,living,reinforced concrete construction,880301.0,61.9,2,1,1,Yes,Yes,6100000,98546.0,,0.0,0,RPWNMLOLPHOFFDF76CA
Xizhi,House and land (land + building),26.21,,hillside conservation area,hillside conservation,1080618,ground1 house1 park0,7,8,mansion,living,reinforced concrete construction,850209.0,78.8,2,2,1,Yes,Yes,4000000,50761.0,,0.0,0,RPVRMLMKQHOFFDF86CA
Bali,House and land (land + building),24.83,Living,,,1080701,ground2 house1 park0,8,8,mansion,living,reinforced concrete construction,810820.0,125.36,3,2,2,Yes,Yes,5700000,45469.0,,0.0,0,RPXPMLNLPHOFFEF07CA
Freshwater,House and land (land + building),22.5,Living,,,1080625,ground1 house1 park0,8,8,mansion,living,reinforced concrete construction,830415.0,107.78999999999901,5,3,2,Yes,Yes,8950000,83032.0,,0.0,0,RPVTMLKMPHOFFEF07CA
Freshwater,House and land (land + building) + parking space,20.05,Living,,,1080609,ground1 house1 park1,4,8,mansion,living,reinforced concrete construction,881013.0,139.43,3,2,2,Yes,Yes,11500000,82479.0,mechanical and stereoscopic garage,32.12,0,RPTTMLQJQHOFFEF27CA
Three Gorges,House and land (land + building),19.75,Living,,,1080615,ground1 house1 park0,4,8,mansion,other,reinforced concrete construction,1050120.0,100.85,2,2,1,Yes,Yes,6600000,65444.0,,0.0,0,RPSNMLOLPHOFFIF86CA
Yinge,House and land (land + building),19.84,Living,,,1080618,ground1 house1 park0,2,8,mansion,living,reinforced concrete construction,860717.0,105.83,3,2,2,Yes,Yes,4770000,45072.0,,0.0,0,RPSOMLOLPHOFFIF07DA
Three Gorges,House and land (land + building),17.3,Living,,,1080629,ground1 house1 park0,3,8,mansion,living,reinforced concrete construction,850820.0,98.87,3,2,2,Yes,Yes,5760000,58258.0,,0.0,0,RPSPMLQLPHOFFIF27CA
Xizhi,House and land (land + building),9.38,Business,,,1080403,ground1 house1 park0,2,8,mansion,living,reinforced concrete construction,840719.0,76.39,2,1,1,Yes,Yes,4500000,58908.0,,0.0,0,RPPNMLKMPHOFFDF38CA
Xindian,car parking space,5.23,Living,,,1080628,ground0 house0 park1,"-4,-5",8,other,parking,reinforced concrete construction,1021108.0,31.96,0,0,0,Yes,Yes,1900000,,parking area,31.95,1900000,RPQNMLSKQHOFFCF09CA
Xindian,House and land (land + building),26.02,Living,,,1080628,ground1 house1 park0,4,8,mansion,living,reinforced concrete construction,1021108.0,156.76,4,2,2,Yes,Yes,11280000,71957.0,,0.0,0,SPQNMLSKQHOFFCF56CA
Xindian,House and land (land + building) + parking space,134.94,,hillside conservation area,hillside conservation,1080404,ground10 house1 park1,8,8,mansion,other,other,1060428.0,171.56,3,2,2,Yes,Yes,12000000,75486.0,parking area,35.11,1700000,RPUOMLRJQHOFFCF76CA
Xindian,House and land (land + building),39.98,,hillside conservation area,hillside conservation,1080618,ground3 house1 park0,2,8,mansion,other,reinforced concrete construction,970319.0,70.53,1,2,1,Yes,Yes,4800000,68056.0,,0.0,0,RPROMLPLPHOFFCF98CA
Xinzhuang,House and land (land + building) + parking space,23.07,Living,,,1080617,ground1 house1 park1,8,8,mansion,living,reinforced concrete construction,850205.0,143.03,4,3,3,Yes,Yes,14800000,103475.0,parking area,0.0,1700000,RPRPMLQLPHOFFBF56DA
Xindian,House and land (land + building),3.8,Business,,,1080628,ground1 house1 park0,8,8,suite,living,reinforced concrete construction,690908.0,19.96,1,1,1,Yes,No,3200000,160321.0,,0.0,0,RPVOMLQLPHOFFCF86CA
Wugu,House and land (land + building),214.45,,industrial area,specific agricultural,1080709,ground1 house1 park0,4,8,office,factory,reinforced concrete construction,851016.0,797.44,0,0,0,No,No,51829636,64995.0,,0.0,0,RPVOMLKMPHOFFBF88CA
Taishan,House and land (land + building) + parking space,21.45,Living,,,1080626,ground1 house1 park1,2,8,mansion,living,reinforced concrete construction,920626.0,134.5,3,2,2,Yes,Yes,12100000,89963.0,parking area,25.26,0,RPWRMLQLPHOFFBF17CA
Wugu,House and land (land + building),22.13,Living,,,1080628,ground1 house1 park0,6,8,mansion,other,reinforced concrete construction,1080129.0,75.34,2,2,1,Yes,No,6130000,81364.0,,0.0,0,RPSOMLRLPHOFFBF56CA
Wugu,House and land (land + building) + parking space,31.16,Living,,,1080703,ground1 house1 park1,3,8,mansion,living,reinforced concrete construction,970627.0,163.57999999999902,3,2,2,Yes,Yes,11800000,72136.0,parking area,34.33,0,RPOSMLQLPHOFFBF09CA
Xindian,House and land (land + building),39.58,,hillside conservation area,hillside conservation,1080623,ground3 house1 park0,8,8,suite,other,reinforced concrete construction,970319.0,70.1,1,1,1,Yes,Yes,4300000,61341.0,,0.0,0,RPTPMLMKQHOFFCF98CA
Freshwater,House and land (land + building),11.99,Living,,,1080706,ground1 house1 park0,4,8,mansion,living,reinforced concrete construction,981125.0,53.459999999999894,2,1,1,Yes,Yes,4450000,83240.0,,0.0,0,RPPNMLKMPHOFFEF48CA
Sanzhi,House and land (land + building),14.85,,hillside conservation area,hillside conservation,1080707,ground1 house1 park0,1,8,mansion,living,reinforced concrete construction,860502.0,43.83,1,1,1,Yes,Yes,1460000,33311.0,,0.0,0,RPWNMLMKQHOFFEF66CA
Three Gorges,House and land (land + building),22.28,Living,,,1080628,ground1 house1 park0,5,8,mansion,other,reinforced concrete construction,1040908.0,96.9,2,2,1,Yes,Yes,7180000,74097.0,,0.0,0,RPTTMLOKQHOFFIF57CA
Luzhou,House and land (land + building),14.66,Living,,,1080617,ground1 house1 park0,3,8,mansion,living,reinforced concrete construction,880805.0,77.27,2,2,1,Yes,Yes,9380000,121393.0,,0.0,0,RPSNMLOJQHOFFGF66DA
